ID,Status,PeakPower(W),MachineTemp,TempUnits,WindSpeed,SpeedUnits,MeasureDate,MeasureTime,Region
WWS-S1004,Active,1116434,75.34,C,16.81,KMPH,2/1/2021,10:37:42,APAC
WWS-S1005,Active,1075862,80.53,C,21.95,KMPH,1/1/2021,17:38:37,LATAM
WWS-S1002,Offline,1057642,74.61,C,16.66,KMPH,4/1/2021,2:51:40,NORTHAM
WWS-S1009,Active,1042341,65.66,C,24.75,KMPH,1/1/2021,7:15:21,APAC
WWS-S1002,Offline,1068302,78.3,C,16.29,KMPH,5/1/2021,0:46:00,ANZ
WWS-S1002,Active,1203138,66.94,C,22.58,KMPH,7/1/2021,20:47:08,LATAM
WWS-S1001,Offline,1004575,79.61,C,24.57,KMPH,3/1/2021,16:12:55,NORTHAM
WWS-S1000,Active,1229908,67.86,C,21.86,KMPH,4/1/2021,15:46:16,NORTHAM
WWS-S1005,Active,1033818,83.67,C,16.12,KMPH,6/1/2021,22:08:05,NORTHAM
WWS-S1002,Active,1151597,77.59,C,22.2,KMPH,2/1/2021,19:57:14,EMEA
WWS-S1003,Active,1245551,72.16,C,18.86,KMPH,3/1/2021,15:18:13,LATAM
WWS-S1008,Active,1195341,65.55,C,19.6,KMPH,6/1/2021,11:48:24,EMEA
WWS-S1000,Offline,1227550,72.16,C,19.49,KMPH,4/1/2021,5:14:46,APAC
WWS-S1004,Offline,1195093,83.83,C,21.08,KMPH,4/1/2021,0:10:54,APAC
WWS-S1001,Active,1054867,83.81,C,20.6,KMPH,7/1/2021,19:04:38,EMEA
WWS-S1007,Active,1049890,83.13,C,22.72,KMPH,6/1/2021,8:21:32,APAC
WWS-S1007,Active,1156200,77.24,C,20.33,KMPH,1/1/2021,20:07:06,NORTHAM
WWS-S1000,Active,1093132,65.35,C,15.54,KMPH,1/1/2021,10:49:52,ANZ
WWS-S1009,Active,1078646,66.57,C,18.67,KMPH,4/1/2021,10:47:50,LATAM
WWS-S1001,Active,1067591,67.24,C,21.32,KMPH,7/1/2021,12:09:26,NORTHAM
WWS-S1000,Active,1134903,69.5,C,22.89,KMPH,3/1/2021,8:29:45,NORTHAM
WWS-S1004,Active,1215160,84.74,C,24.99,KMPH,5/1/2021,9:01:30,APAC
WWS-S1000,Active,1048915,74.24,C,18.04,KMPH,2/1/2021,18:34:09,NORTHAM
WWS-S1007,Active,1249088,81.13,C,19.49,KMPH,4/1/2021,3:43:21,APAC
WWS-S1008,Active,1109149,75.78,C,24.53,KMPH,4/1/2021,7:00:05,LATAM
WWS-S1007,Active,1176312,82.46,C,18.19,KMPH,2/1/2021,15:48:52,ANZ
WWS-S1006,Active,1057650,79.29,C,21.26,KMPH,4/1/2021,15:28:08,ANZ
WWS-S1004,Active,1243631,73.68,C,20.65,KMPH,2/1/2021,5:32:41,EMEA
WWS-S1008,Active,1092284,79.1,C,24.55,KMPH,7/1/2021,19:18:57,APAC
WWS-S1005,Active,1226903,71.58,C,23.44,KMPH,1/1/2021,23:32:42,ANZ
WWS-S1000,Active,1143398,65.76,C,18.0,KMPH,2/1/2021,2:46:51,NORTHAM
WWS-S1007,Active,1173691,82.92,C,24.36,KMPH,2/1/2021,7:30:45,NORTHAM
WWS-S1006,Active,1159007,82.89,C,15.36,KMPH,1/1/2021,20:46:05,EMEA
WWS-S1001,Active,1194197,65.72,C,18.25,KMPH,5/1/2021,6:43:16,ANZ
WWS-S1001,Offline,1020888,75.5,C,22.83,KMPH,7/1/2021,22:24:25,NORTHAM
WWS-S1007,Active,1246216,73.74,C,19.96,KMPH,7/1/2021,22:35:23,ANZ
WWS-S1008,Offline,1156049,82.98,C,17.27,KMPH,7/1/2021,3:15:39,LATAM
WWS-S1009,Active,1029820,75.22,C,18.64,KMPH,5/1/2021,2:15:57,ANZ
WWS-S1003,Offline,1030022,72.95,C,20.72,KMPH,5/1/2021,10:53:35,LATAM
WWS-S1006,Offline,1010648,74.4,C,15.67,KMPH,4/1/2021,19:53:00,LATAM
WWS-S1009,Offline,1074334,71.1,C,21.14,KMPH,5/1/2021,10:48:51,APAC
WWS-S1004,Active,1119164,70.72,C,18.19,KMPH,4/1/2021,23:22:04,EMEA
WWS-S1009,Active,1204585,73.41,C,20.96,KMPH,2/1/2021,15:52:46,APAC
WWS-S1000,Active,1063613,80.66,C,22.47,KMPH,6/1/2021,7:22:10,APAC
WWS-S1008,Active,1181298,66.7,C,21.36,KMPH,5/1/2021,9:25:25,ANZ
WWS-S1007,Active,1245782,74.68,C,18.58,KMPH,4/1/2021,16:17:01,ANZ
WWS-S1006,Active,1221998,77.27,C,23.32,KMPH,6/1/2021,8:45:17,ANZ
WWS-S1007,Offline,1042148,79.66,C,24.18,KMPH,5/1/2021,22:27:38,NORTHAM
WWS-S1009,Active,1240798,67.54,C,18.37,KMPH,4/1/2021,15:19:34,EMEA
WWS-S1002,Offline,1056024,70.56,C,15.45,KMPH,2/1/2021,8:58:43,EMEA
WWS-S1000,Offline,1060904,78.95,C,15.08,KMPH,5/1/2021,8:59:03,LATAM
WWS-S1009,Active,1136164,77.26,C,20.49,KMPH,2/1/2021,20:04:43,LATAM
WWS-S1009,Active,1121482,71.04,C,23.58,KMPH,2/1/2021,0:04:07,LATAM
WWS-S1003,Active,1233851,73.61,C,21.33,KMPH,5/1/2021,11:25:18,APAC
WWS-S1000,Active,1113393,71.82,C,18.54,KMPH,4/1/2021,1:06:02,APAC
WWS-S1009,Active,1162422,71.31,C,15.23,KMPH,1/1/2021,11:45:14,APAC
WWS-S1002,Active,1168100,76.81,C,22.17,KMPH,2/1/2021,11:32:43,LATAM
WWS-S1004,Active,1187179,78.32,C,16.04,KMPH,3/1/2021,20:47:17,NORTHAM
WWS-S1007,Active,1062951,77.75,C,16.64,KMPH,7/1/2021,14:51:04,ANZ
WWS-S1004,Active,1084419,81.98,C,20.63,KMPH,2/1/2021,20:51:23,EMEA
WWS-S1001,Active,1198024,66.65,C,23.25,KMPH,7/1/2021,15:48:24,ANZ
WWS-S1006,Active,1038086,78.06,C,15.55,KMPH,2/1/2021,5:47:56,APAC
WWS-S1000,Active,1094830,67.37,C,15.59,KMPH,6/1/2021,5:00:04,APAC
WWS-S1007,Offline,1107379,71.08,C,24.61,KMPH,2/1/2021,21:05:25,LATAM
WWS-S1008,Active,1176659,71.1,C,16.97,KMPH,3/1/2021,15:02:38,APAC
WWS-S1008,Offline,1025924,80.59,C,21.74,KMPH,1/1/2021,4:16:23,NORTHAM
WWS-S1002,Active,1122446,73.78,C,15.99,KMPH,4/1/2021,12:20:28,ANZ
WWS-S1000,Offline,1189056,78.99,C,19.78,KMPH,2/1/2021,3:38:55,ANZ
WWS-S1009,Active,1023394,77.62,C,23.07,KMPH,6/1/2021,0:05:55,APAC
WWS-S1001,Active,1043439,76.28,C,18.16,KMPH,1/1/2021,7:31:08,EMEA
WWS-S1003,Active,1156617,73.26,C,23.56,KMPH,5/1/2021,16:42:52,NORTHAM
WWS-S1003,Active,1111515,84.87,C,17.68,KMPH,6/1/2021,2:02:40,EMEA
WWS-S1007,Offline,1025040,68.53,C,22.74,KMPH,7/1/2021,18:57:04,APAC
WWS-S1009,Active,1032553,80.46,C,22.01,KMPH,3/1/2021,22:48:21,LATAM
WWS-S1002,Active,1060566,70.31,C,16.38,KMPH,6/1/2021,11:12:21,NORTHAM
WWS-S1008,Active,1136875,73.39,C,21.68,KMPH,5/1/2021,14:58:22,ANZ
WWS-S1002,Offline,1133241,79.32,C,17.92,KMPH,2/1/2021,0:29:18,EMEA
WWS-S1006,Active,1047928,79.85,C,17.27,KMPH,6/1/2021,1:55:45,LATAM
WWS-S1000,Active,1098540,68.78,C,20.42,KMPH,3/1/2021,14:55:46,EMEA
WWS-S1001,Active,1083168,71.99,C,20.73,KMPH,6/1/2021,22:59:30,APAC
WWS-S1002,Active,1010561,74.99,C,16.95,KMPH,2/1/2021,16:15:43,ANZ
WWS-S1004,Offline,1228302,67.19,C,23.34,KMPH,3/1/2021,10:40:58,NORTHAM
WWS-S1008,Offline,1169922,67.52,C,19.7,KMPH,5/1/2021,9:50:17,EMEA
WWS-S1008,Active,1077760,74.8,C,18.71,KMPH,4/1/2021,0:16:16,EMEA
WWS-S1001,Offline,1036498,82.89,C,16.99,KMPH,2/1/2021,22:39:49,LATAM
WWS-S1003,Active,1091806,74.34,C,16.71,KMPH,1/1/2021,11:21:51,NORTHAM
WWS-S1008,Active,1188712,67.73,C,16.59,KMPH,5/1/2021,14:15:20,EMEA
WWS-S1001,Active,1025630,79.09,C,24.68,KMPH,7/1/2021,16:57:02,APAC
WWS-S1000,Offline,1201539,77.38,C,23.01,KMPH,3/1/2021,15:53:48,EMEA
WWS-S1001,Offline,1012995,78.01,C,21.58,KMPH,2/1/2021,18:40:23,EMEA
WWS-S1007,Active,1120469,83.82,C,20.53,KMPH,5/1/2021,5:52:54,APAC
WWS-S1004,Active,1202745,76.64,C,24.78,KMPH,2/1/2021,19:17:39,APAC
WWS-S1005,Active,1144136,77.82,C,15.53,KMPH,1/1/2021,0:06:59,EMEA
WWS-S1009,Active,1007428,65.76,C,17.81,KMPH,6/1/2021,12:21:44,EMEA
WWS-S1008,Active,1066500,78.04,C,20.02,KMPH,1/1/2021,8:06:34,EMEA
WWS-S1009,Offline,1145773,80.43,C,16.18,KMPH,6/1/2021,16:51:35,NORTHAM
WWS-S1001,Active,1202869,67.32,C,18.1,KMPH,3/1/2021,8:41:15,ANZ
WWS-S1009,Offline,1185302,66.34,C,18.04,KMPH,3/1/2021,3:29:09,LATAM
WWS-S1001,Active,1070021,68.55,C,21.89,KMPH,1/1/2021,5:25:12,APAC
WWS-S1008,Active,1036738,73.82,C,15.88,KMPH,2/1/2021,12:36:36,EMEA
WWS-S1003,Active,1065100,68.36,C,22.03,KMPH,3/1/2021,22:54:56,EMEA
WWS-S1003,Offline,1082194,83.74,C,17.77,KMPH,2/1/2021,20:47:24,EMEA
WWS-S1009,Active,1110511,84.23,C,16.49,KMPH,4/1/2021,1:30:02,ANZ
WWS-S1004,Active,1117536,84.33,C,19.48,KMPH,2/1/2021,12:43:22,ANZ
WWS-S1006,Active,1069299,69.98,C,15.19,KMPH,5/1/2021,17:44:58,NORTHAM
WWS-S1004,Active,1065024,76.36,C,15.0,KMPH,6/1/2021,8:57:17,ANZ
WWS-S1001,Active,1162033,65.76,C,24.74,KMPH,7/1/2021,4:33:24,EMEA
WWS-S1009,Offline,1249438,83.92,C,24.17,KMPH,1/1/2021,1:10:52,NORTHAM
WWS-S1007,Active,1178133,71.26,C,16.87,KMPH,6/1/2021,9:41:39,ANZ
WWS-S1002,Active,1217079,82.65,C,24.8,KMPH,1/1/2021,12:37:44,LATAM
WWS-S1006,Active,1203849,79.08,C,23.41,KMPH,3/1/2021,9:17:49,LATAM
WWS-S1002,Active,1075926,74.73,C,22.77,KMPH,5/1/2021,7:07:48,EMEA
WWS-S1006,Active,1169705,79.1,C,23.56,KMPH,2/1/2021,23:22:36,APAC
WWS-S1006,Active,1118979,76.67,C,19.64,KMPH,3/1/2021,9:20:04,EMEA
WWS-S1005,Active,1183746,77.99,C,22.03,KMPH,5/1/2021,17:33:32,ANZ
WWS-S1007,Active,1141432,77.51,C,18.79,KMPH,1/1/2021,1:02:23,ANZ
WWS-S1008,Active,1094866,80.39,C,24.61,KMPH,4/1/2021,9:42:07,ANZ
WWS-S1005,Active,1110058,83.26,C,23.45,KMPH,2/1/2021,3:29:36,ANZ
WWS-S1009,Active,1008315,69.16,C,20.81,KMPH,4/1/2021,10:30:22,LATAM
WWS-S1009,Active,1007440,83.79,C,23.38,KMPH,7/1/2021,13:47:45,ANZ
WWS-S1008,Active,1241853,77.21,C,23.71,KMPH,4/1/2021,10:48:01,NORTHAM
WWS-S1006,Active,1039621,66.55,C,22.42,KMPH,3/1/2021,12:33:36,NORTHAM
WWS-S1000,Offline,1163070,69.47,C,19.83,KMPH,1/1/2021,5:12:43,LATAM
WWS-S1003,Active,1204843,74.12,C,20.94,KMPH,6/1/2021,19:46:33,NORTHAM
WWS-S1006,Active,1004525,73.41,C,16.14,KMPH,6/1/2021,4:03:06,LATAM
WWS-S1000,Active,1077463,84.73,C,18.67,KMPH,1/1/2021,13:48:24,NORTHAM
WWS-S1000,Active,1055609,83.14,C,18.32,KMPH,1/1/2021,20:10:00,ANZ
WWS-S1003,Offline,1075130,82.81,C,16.19,KMPH,2/1/2021,1:49:46,ANZ
WWS-S1009,Active,1135404,68.11,C,19.43,KMPH,6/1/2021,11:38:18,EMEA
WWS-S1004,Active,1129783,71.75,C,18.65,KMPH,2/1/2021,10:55:39,LATAM
WWS-S1009,Active,1141611,72.96,C,17.94,KMPH,3/1/2021,17:57:29,NORTHAM
WWS-S1006,Active,1237385,66.71,C,15.47,KMPH,7/1/2021,15:38:15,EMEA
WWS-S1003,Active,1227927,66.97,C,20.49,KMPH,2/1/2021,13:32:11,APAC
WWS-S1004,Active,1192113,81.52,C,17.81,KMPH,3/1/2021,13:43:06,LATAM
WWS-S1006,Active,1133242,70.85,C,23.02,KMPH,6/1/2021,22:13:20,NORTHAM
WWS-S1009,Active,1017433,75.53,C,22.75,KMPH,1/1/2021,21:14:48,EMEA
WWS-S1004,Active,1074583,73.6,C,18.37,KMPH,6/1/2021,5:50:16,ANZ
WWS-S1008,Offline,1162429,66.01,C,22.14,KMPH,4/1/2021,18:33:19,ANZ
